-024.5139864,-070.1498653
-024.5139779,-070.1498660
-024.5139666,-070.1498671
-024.5139547,-070.1498673
-024.5139440,-070.1498654
-024.5139331,-070.1498643
-024.5139212,-070.1498643
-024.5139101,-070.1498656
-024.5138991,-070.1498663
-024.5138861,-070.1498664
-024.5138745,-070.1498660
-024.5138628,-070.1498654
-024.5138494,-070.1498655
-024.5138392,-070.1498654
-024.5138262,-070.1498666
-024.5138181,-070.1498636
-024.5138083,-070.1498638
-024.5137952,-070.1498637
-024.5137841,-070.1498654
-024.5137731,-070.1498673
-024.5137632,-070.1498693
-024.5137522,-070.1498740
-024.5137406,-070.1498755
-024.5137288,-070.1498754
-024.5137174,-070.1498747
-024.5137038,-070.1498754
-024.5136934,-070.1498758
-024.5136829,-070.1498786
-024.5136723,-070.1498810
-024.5136610,-070.1498825
-024.5136507,-070.1498849
-024.5136395,-070.1498888
-024.5136279,-070.1498917
-024.5136170,-070.1498959
-024.5136052,-070.1498970
-024.5135925,-070.1498984
-024.5135809,-070.1498992
-024.5135699,-070.1499000
-024.5135586,-070.1499012
-024.5135464,-070.1499020
-024.5135352,-070.1499021
-024.5135235,-070.1499025
-024.5135118,-070.1499041
-024.5134989,-070.1499062
-024.5134879,-070.1499070
-024.5134753,-070.1499089
-024.5134625,-070.1499113
-024.5134513,-070.1499113
-024.5134404,-070.1499112
-024.5134289,-070.1499119
-024.5134155,-070.1499126
-024.5134041,-070.1499127
-024.5133930,-070.1499114
-024.5133825,-070.1499116
-024.5133721,-070.1499138
-024.5133623,-070.1499137
-024.5133530,-070.1499147
-024.5133420,-070.1499149
-024.5133315,-070.1499145
-024.5133205,-070.1499154
-024.5133103,-070.1499168
-024.5132975,-070.1499174
-024.5132869,-070.1499170
-024.5132750,-070.1499154
-024.5132630,-070.1499151
-024.5132520,-070.1499158
-024.5132429,-070.1499160
-024.5132317,-070.1499159
-024.5132184,-070.1499159
-024.5132062,-070.1499153
-024.5131943,-070.1499143
-024.5131816,-070.1499139
-024.5131709,-070.1499134
-024.5131596,-070.1499144
-024.5131473,-070.1499156
-024.5131351,-070.1499151
-024.5131246,-070.1499153
-024.5131125,-070.1499138
-024.5130997,-070.1499122
-024.5130867,-070.1499097
-024.5130768,-070.1499073
-024.5130651,-070.1499041
-024.5130518,-070.1499004
-024.5130399,-070.1498986
-024.5130283,-070.1498964
-024.5130167,-070.1498939
-024.5130049,-070.1498910
-024.5129919,-070.1498881
-024.5129805,-070.1498847
-024.5129711,-070.1498813
-024.5129610,-070.1498788
-024.5129507,-070.1498784
-024.5129406,-070.1498762
-024.5129289,-070.1498744
-024.5129169,-070.1498723
-024.5129064,-070.1498705
-024.5128972,-070.1498681
-024.5128877,-070.1498646
-024.5128779,-070.1498624
-024.5128668,-070.1498595
-024.5128565,-070.1498576
-024.5128468,-070.1498557
-024.5128365,-070.1498511
-024.5128246,-070.1498470
-024.5128111,-070.1498435
-024.5128002,-070.1498421
-024.5127878,-070.1498404
-024.5127748,-070.1498395
-024.5127640,-070.1498375
-024.5127538,-070.1498347
-024.5127416,-070.1498312
-024.5127298,-070.1498282
-024.5127175,-070.1498256
-024.5127058,-070.1498235
-024.5126925,-070.1498220
-024.5126814,-070.1498214
-024.5126689,-070.1498205
-024.5126566,-070.1498195
-024.5126440,-070.1498187
-024.5126316,-070.1498151
-024.5126181,-070.1498133
-024.5126053,-070.1498103
-024.5125926,-070.1498081
-024.5125823,-070.1498059
-024.5125694,-070.1498043
-024.5125563,-070.1498028
-024.5125442,-070.1498000
-024.5125303,-070.1497974
-024.5125172,-070.1497931
-024.5125045,-070.1497903
-024.5124901,-070.1497883
-024.5124778,-070.1497856
-024.5124655,-070.1497816
-024.5124523,-070.1497786
-024.5124388,-070.1497761
-024.5124262,-070.1497744
-024.5124141,-070.1497723
-024.5124024,-070.1497704
-024.5123895,-070.1497689
-024.5123770,-070.1497673
-024.5123665,-070.1497637
-024.5123529,-070.1497613
-024.5123403,-070.1497613
-024.5123280,-070.1497589
-024.5123161,-070.1497568
-024.5123048,-070.1497545
-024.5122912,-070.1497527
-024.5122792,-070.1497505
-024.5122666,-070.1497488
-024.5122546,-070.1497495
-024.5122430,-070.1497488
-024.5122309,-070.1497476
-024.5122186,-070.1497455
-024.5122043,-070.1497430
-024.5121934,-070.1497407
-024.5121807,-070.1497385
-024.5121680,-070.1497369
-024.5121541,-070.1497348
-024.5121408,-070.1497323
-024.5121285,-070.1497310
-024.5121150,-070.1497301
-024.5121013,-070.1497295
-024.5120887,-070.1497299
-024.5120759,-070.1497290
-024.5120626,-070.1497268
-024.5120504,-070.1497252
-024.5120375,-070.1497229
-024.5120257,-070.1497205
-024.5120126,-070.1497195
-024.5119997,-070.1497176
-024.5119859,-070.1497158
-024.5119733,-070.1497140
-024.5119608,-070.1497123
-024.5119486,-070.1497119
-024.5119356,-070.1497096
-024.5119227,-070.1497075
-024.5119118,-070.1497059
-024.5118994,-070.1497041
-024.5118867,-070.1497019
-024.5118745,-070.1497005
-024.5118629,-070.1496999
-024.5118495,-070.1496986
-024.5118369,-070.1496957
-024.5118233,-070.1496918
-024.5118123,-070.1496891
-024.5118004,-070.1496876
-024.5117891,-070.1496854
-024.5117762,-070.1496828
-024.5117639,-070.1496814
-024.5117501,-070.1496794
-024.5117379,-070.1496782
-024.5117241,-070.1496770
-024.5117117,-070.1496744
-024.5116986,-070.1496736
-024.5116875,-070.1496719
-024.5116744,-070.1496711
-024.5116625,-070.1496693
-024.5116502,-070.1496673
-024.5116379,-070.1496663
-024.5116238,-070.1496665
-024.5116113,-070.1496663
-024.5116000,-070.1496668
-024.5115873,-070.1496664
-024.5115765,-070.1496649
-024.5115650,-070.1496624
-024.5115548,-070.1496608
-024.5115449,-070.1496600
-024.5115317,-070.1496574
-024.5115189,-070.1496540
-024.5115087,-070.1496531
-024.5114968,-070.1496518
-024.5114848,-070.1496519
-024.5114727,-070.1496515
-024.5114601,-070.1496533
-024.5114493,-070.1496521
-024.5114367,-070.1496508
-024.5114248,-070.1496500
-024.5114112,-070.1496496
-024.5113980,-070.1496483
-024.5113860,-070.1496466
-024.5113741,-070.1496485
-024.5113612,-070.1496466
-024.5113484,-070.1496460
-024.5113367,-070.1496454
-024.5113222,-070.1496431
-024.5113106,-070.1496425
-024.5113004,-070.1496414
-024.5112896,-070.1496398
-024.5112770,-070.1496389
-024.5112643,-070.1496375
-024.5112528,-070.1496360
-024.5112399,-070.1496342
-024.5112269,-070.1496335
-024.5112153,-070.1496308
-024.5112041,-070.1496284
-024.5111925,-070.1496241
-024.5111802,-070.1496205
-024.5111697,-070.1496186
-024.5111581,-070.1496151
-024.5111456,-070.1496116
-024.5111340,-070.1496064
-024.5111235,-070.1496018
-024.5111121,-070.1495966
-024.5110997,-070.1495921
-024.5110871,-070.1495870
-024.5110752,-070.1495817
-024.5110631,-070.1495757
-024.5110515,-070.1495702
-024.5110406,-070.1495651
-024.5110269,-070.1495597
-024.5110147,-070.1495561
-024.5110022,-070.1495547
-024.5109893,-070.1495535
-024.5109774,-070.1495529
-024.5109639,-070.1495515
-024.5109525,-070.1495489
-024.5109408,-070.1495442
-024.5109277,-070.1495391
-024.5109145,-070.1495347
-024.5109022,-070.1495310
-024.5108899,-070.1495280
-024.5108773,-070.1495259
-024.5108643,-070.1495219
-024.5108507,-070.1495197
-024.5108394,-070.1495178
-024.5108268,-070.1495158
-024.5108148,-070.1495125
-024.5108017,-070.1495091
-024.5107886,-070.1495054
-024.5107781,-070.1495023
-024.5107663,-070.1494980
-024.5107532,-070.1494944
-024.5107409,-070.1494903
-024.5107289,-070.1494869
-024.5107169,-070.1494849
-024.5107037,-070.1494818
-024.5106918,-070.1494790
-024.5106787,-070.1494782
-024.5106672,-070.1494760
-024.5106554,-070.1494748
-024.5106425,-070.1494743
-024.5106312,-070.1494729
-024.5106201,-070.1494706
-024.5106073,-070.1494689
-024.5105948,-070.1494686
-024.5105826,-070.1494671
-024.5105709,-070.1494632
-024.5105577,-070.1494626
-024.5105463,-070.1494613
-024.5105351,-070.1494594
-024.5105236,-070.1494570
-024.5105099,-070.1494541
-024.5105004,-070.1494517
-024.5104880,-070.1494486
-024.5104745,-070.1494461
-024.5104627,-070.1494441
-024.5104499,-070.1494413
-024.5104377,-070.1494394
-024.5104261,-070.1494359
-024.5104145,-070.1494341
-024.5104031,-070.1494321
-024.5103912,-070.1494298
-024.5103809,-070.1494260
-024.5103684,-070.1494218
-024.5103562,-070.1494184
-024.5103429,-070.1494165
-024.5103292,-070.1494149
-024.5103154,-070.1494119
-024.5103036,-070.1494097
-024.5102928,-070.1494077
-024.5102799,-070.1494065
-024.5102676,-070.1494053
-024.5102565,-070.1494026
-024.5102437,-070.1493998
-024.5102296,-070.1493965
-024.5102168,-070.1493956
-024.5102036,-070.1493953
-024.5101911,-070.1493926
-024.5101787,-070.1493901
-024.5101663,-070.1493864
-024.5101542,-070.1493833
-024.5101415,-070.1493802
-024.5101309,-070.1493774
-024.5101169,-070.1493755
-024.5101045,-070.1493720
-024.5100940,-070.1493700
-024.5100820,-070.1493665
-024.5100704,-070.1493637
-024.5100583,-070.1493604
-024.5100463,-070.1493566
-024.5100346,-070.1493536
-024.5100219,-070.1493515
-024.5100096,-070.1493475
-024.5099972,-070.1493455
-024.5099856,-070.1493414
-024.5099743,-070.1493364
-024.5099613,-070.1493324
-024.5099497,-070.1493295
-024.5099374,-070.1493279
-024.5099243,-070.1493255
-024.5099128,-070.1493234
-024.5099005,-070.1493200
-024.5098899,-070.1493182
-024.5098769,-070.1493159
-024.5098639,-070.1493136
-024.5098511,-070.1493109
-024.5098389,-070.1493086
-024.5098270,-070.1493062
-024.5098148,-070.1493040
-024.5098034,-070.1493016
-024.5097916,-070.1493002
-024.5097785,-070.1492974
-024.5097664,-070.1492938
-024.5097539,-070.1492924
-024.5097428,-070.1492909
-024.5097296,-070.1492888
-024.5097178,-070.1492864
-024.5097049,-070.1492840
-024.5096924,-070.1492820
-024.5096795,-070.1492805
-024.5096662,-070.1492791
-024.5096543,-070.1492791
-024.5096424,-070.1492796
-024.5096296,-070.1492809
-024.5096182,-070.1492819
-024.5096062,-070.1492813
-024.5095924,-070.1492813
-024.5095811,-070.1492791
-024.5095695,-070.1492786
-024.5095569,-070.1492779
-024.5095458,-070.1492782
-024.5095344,-070.1492772
-024.5095215,-070.1492775
-024.5095079,-070.1492774
-024.5094944,-070.1492759
-024.5094825,-070.1492754
-024.5094691,-070.1492744
-024.5094570,-070.1492730
-024.5094453,-070.1492716
-024.5094321,-070.1492696
-024.5094179,-070.1492693
-024.5094047,-070.1492681
-024.5093925,-070.1492665
-024.5093814,-070.1492649
-024.5093689,-070.1492629
-024.5093594,-070.1492626
-024.5093469,-070.1492608
-024.5093348,-070.1492575
-024.5093238,-070.1492536
-024.5093117,-070.1492497
-024.5093002,-070.1492481
-024.5092881,-070.1492471
-024.5092758,-070.1492457
-024.5092631,-070.1492443
-024.5092525,-070.1492423
-024.5092418,-070.1492416
-024.5092294,-070.1492411
-024.5092171,-070.1492390
-024.5092052,-070.1492361
-024.5091947,-070.1492335
-024.5091835,-070.1492305
-024.5091707,-070.1492283
-024.5091615,-070.1492275
-024.5091504,-070.1492267
-024.5091371,-070.1492251
-024.5091256,-070.1492226
-024.5091143,-070.1492211
-024.5091010,-070.1492197
-024.5090870,-070.1492195
-024.5090755,-070.1492182
-024.5090626,-070.1492169
-024.5090484,-070.1492157
-024.5090356,-070.1492139
-024.5090236,-070.1492123
-024.5090105,-070.1492110
-024.5089967,-070.1492103
-024.5089869,-070.1492107
-024.5089758,-070.1492094
-024.5089643,-070.1492092
-024.5089522,-070.1492086
-024.5089410,-070.1492077
-024.5089287,-070.1492079
-024.5089166,-070.1492077
-024.5089054,-070.1492080
-024.5088923,-070.1492080
-024.5088808,-070.1492069
-024.5088670,-070.1492077
-024.5088559,-070.1492091
-024.5088440,-070.1492096
-024.5088306,-070.1492089
-024.5088184,-070.1492074
-024.5088055,-070.1492065
-024.5087928,-070.1492054
-024.5087799,-070.1492037
-024.5087664,-070.1492011
-024.5087527,-070.1492002
-024.5087394,-070.1491987
-024.5087269,-070.1491986
-024.5087127,-070.1491986
-024.5086999,-070.1491995
-024.5086853,-070.1491977
-024.5086715,-070.1491954
-024.5086603,-070.1491947
-024.5086485,-070.1491955
-024.5086377,-070.1491988
-024.5086266,-070.1491986
-024.5086142,-070.1491995
-024.5086036,-070.1491990
-024.5085921,-070.1491986
-024.5085815,-070.1491991
-024.5085684,-070.1492006
-024.5085561,-070.1492018
-024.5085433,-070.1492021
-024.5085302,-070.1492026
-024.5085172,-070.1492022
-024.5085032,-070.1492014
-024.5084908,-070.1492009
-024.5084763,-070.1491994
-024.5084614,-070.1491991
