;Lat;Lon
;-24,4884845;-70,1069903
;-24,4884862;-70,107004
;-24,4884877;-70,1070179
;-24,4884874;-70,1070296
;-24,4884858;-70,1070422
;-24,488485;-70,1070549
;-24,4884837;-70,1070686
;-24,4884826;-70,107082
;-24,4884821;-70,1070949
;-24,48848;-70,1071071
;-24,4884793;-70,1071209
;-24,4884786;-70,1071331
;-24,4884775;-70,1071471
;-24,4884773;-70,1071602
;-24,4884759;-70,1071708
;-24,4884758;-70,1071837
;-24,4884765;-70,1071977
;-24,488476;-70,1072108
;-24,4884753;-70,1072239
;-24,4884749;-70,1072363
;-24,4884761;-70,1072503
;-24,4884774;-70,1072645
;-24,4884784;-70,1072765
;-24,4884776;-70,1072886
;-24,4884768;-70,1073024
;-24,488476;-70,1073164
;-24,488475;-70,1073289
;-24,488474;-70,1073422
;-24,4884729;-70,107356
;-24,4884731;-70,1073689
;-24,4884731;-70,1073819
;-24,4884741;-70,1073942
;-24,4884743;-70,1074078
;-24,4884755;-70,1074209
;-24,488475;-70,1074341
;-24,4884754;-70,1074476
;-24,4884754;-70,1074612
;-24,4884752;-70,1074743
;-24,4884754;-70,107488
;-24,4884754;-70,1075012
;-24,4884743;-70,1075139
;-24,4884739;-70,1075257
;-24,4884734;-70,1075398
;-24,4884729;-70,1075528
;-24,4884736;-70,1075651
;-24,4884756;-70,1075783
;-24,4884775;-70,1075929
;-24,4884792;-70,1076068
;-24,4884775;-70,1076194
;-24,4884766;-70,1076331
;-24,488477;-70,1076446
;-24,4884778;-70,1076595
;-24,4884789;-70,1076718
;-24,4884792;-70,1076834
;-24,4884785;-70,1076956
;-24,4884783;-70,1077089
;-24,4884792;-70,1077236
;-24,4884803;-70,1077353
;-24,4884806;-70,1077496
;-24,4884799;-70,1077634
;-24,4884787;-70,1077787
;-24,4884778;-70,1077925
;-24,4884775;-70,1078066
;-24,4884759;-70,1078195
;-24,4884748;-70,1078331
;-24,4884731;-70,1078452
;-24,4884743;-70,1078577
;-24,4884759;-70,10787
;-24,4884751;-70,1078827
;-24,4884733;-70,1078967
;-24,4884731;-70,1079096
;-24,4884743;-70,1079206
;-24,4884762;-70,1079325
;-24,488476;-70,1079444
;-24,4884762;-70,1079575
;-24,488476;-70,1079718
;-24,4884758;-70,1079843
;-24,4884754;-70,1079961
;-24,4884761;-70,108007
;-24,4884764;-70,1080215
;-24,4884772;-70,1080333
;-24,4884781;-70,108047
;-24,4884777;-70,1080603
;-24,488477;-70,108074
;-24,4884766;-70,1080851
;-24,4884741;-70,1080978
;-24,4884718;-70,1081104
;-24,4884711;-70,1081241
;-24,4884703;-70,1081383
;-24,4884702;-70,1081518
;-24,4884701;-70,1081621
;-24,4884698;-70,1081759
;-24,4884692;-70,1081898
;-24,4884682;-70,1082027
;-24,488469;-70,1082165
;-24,488468;-70,1082303
;-24,4884681;-70,1082421
;-24,4884676;-70,1082548
;-24,4884665;-70,1082676
;-24,4884676;-70,1082791
;-24,4884688;-70,1082909
;-24,4884693;-70,1083042
;-24,4884695;-70,1083169
;-24,4884687;-70,1083281
;-24,4884676;-70,1083423
;-24,4884658;-70,1083549
;-24,4884643;-70,1083697
;-24,4884648;-70,1083811
;-24,4884662;-70,1083946
;-24,4884664;-70,108408
;-24,4884664;-70,10842
;-24,4884665;-70,1084345
;-24,4884646;-70,1084493
;-24,4884643;-70,1084624
;-24,4884653;-70,1084726
;-24,4884653;-70,1084862
;-24,4884636;-70,1084972
;-24,4884632;-70,1085077
;-24,4884612;-70,1085215
;-24,4884603;-70,1085331
;-24,4884602;-70,1085458
;-24,4884605;-70,1085593
;-24,4884607;-70,1085721
;-24,4884609;-70,1085854
;-24,4884608;-70,1085997
;-24,4884618;-70,1086122
;-24,4884619;-70,1086241
;-24,4884631;-70,1086364
;-24,4884642;-70,108651
;-24,4884643;-70,1086635
;-24,4884657;-70,1086774
;-24,488469;-70,1086909
;-24,4884695;-70,1087037
;-24,4884718;-70,1087157
;-24,4884751;-70,1087269
;-24,4884787;-70,1087405
;-24,488483;-70,1087542
;-24,4884859;-70,1087676
;-24,488491;-70,1087811
;-24,4884953;-70,1087945
;-24,4884982;-70,1088056
;-24,4884998;-70,1088195
;-24,4885001;-70,1088331
;-24,4884994;-70,108846
;-24,4885017;-70,1088602
;-24,4885047;-70,1088713
;-24,4885087;-70,1088816
;-24,4885112;-70,1088936
;-24,4885122;-70,1089059
;-24,4885142;-70,1089216
;-24,4885156;-70,1089339
;-24,4885169;-70,1089445
;-24,4885167;-70,108957
;-24,4885185;-70,1089702
;-24,4885192;-70,1089832
;-24,4885191;-70,1089969
;-24,4885198;-70,1090087
;-24,4885209;-70,1090223
;-24,4885209;-70,1090346
;-24,4885211;-70,1090472
;-24,4885212;-70,1090596
;-24,4885217;-70,1090729
;-24,4885215;-70,1090882
;-24,4885218;-70,1090996
;-24,4885222;-70,1091138
;-24,4885232;-70,1091262
;-24,4885248;-70,109139
;-24,4885259;-70,1091498
;-24,4885264;-70,109163
;-24,4885252;-70,1091759
;-24,4885256;-70,1091872
;-24,4885257;-70,1091999
;-24,488524;-70,1092125
;-24,4885218;-70,1092243
;-24,4885213;-70,109238
;-24,4885202;-70,1092517
;-24,4885223;-70,1092659
;-24,4885238;-70,109279
;-24,4885261;-70,1092919
;-24,4885278;-70,1093067
;-24,4885288;-70,10932
;-24,4885301;-70,1093343
;-24,4885309;-70,1093475
;-24,4885311;-70,1093578
;-24,4885328;-70,1093719
;-24,4885353;-70,1093859
;-24,4885358;-70,1094
;-24,4885363;-70,1094153
;-24,488536;-70,1094287
;-24,4885363;-70,1094419
;-24,4885365;-70,109454
;-24,4885356;-70,109467
;-24,4885342;-70,1094811
;-24,4885333;-70,109494
;-24,4885307;-70,1095079
;-24,4885301;-70,1095221
;-24,4885302;-70,109536
;-24,4885299;-70,1095489
;-24,4885304;-70,1095635
;-24,4885303;-70,1095779
;-24,4885308;-70,1095929
;-24,4885317;-70,1096074
;-24,4885322;-70,1096197
;-24,4885323;-70,1096343
;-24,4885339;-70,1096475
;-24,4885362;-70,1096617
;-24,488537;-70,1096738
;-24,4885386;-70,1096871
;-24,4885405;-70,1097007
;-24,4885424;-70,1097143
;-24,4885451;-70,109728
;-24,4885464;-70,1097413
;-24,4885477;-70,109756
;-24,4885485;-70,1097695
;-24,4885483;-70,109782
;-24,4885493;-70,1097967
;-24,4885496;-70,1098103
;-24,4885487;-70,1098233
;-24,4885485;-70,1098383
;-24,4885496;-70,1098525
;-24,4885495;-70,1098656
;-24,4885503;-70,1098784
;-24,4885502;-70,1098914
;-24,4885496;-70,1099044
;-24,4885495;-70,109917
;-24,4885495;-70,1099318
;-24,4885514;-70,1099443
;-24,4885519;-70,1099566
;-24,488552;-70,1099699
;-24,4885522;-70,1099829
;-24,4885516;-70,1099971
;-24,4885517;-70,1100095
;-24,488551;-70,110023
;-24,488551;-70,1100373
;-24,4885515;-70,1100493
;-24,4885518;-70,1100615
;-24,4885522;-70,1100735
;-24,4885507;-70,1100861
;-24,4885509;-70,1101007
;-24,4885496;-70,1101149
;-24,4885502;-70,1101264
;-24,4885498;-70,1101377
;-24,4885494;-70,1101515
;-24,4885482;-70,1101646
;-24,4885471;-70,1101767
;-24,4885453;-70,1101891
;-24,4885443;-70,1102021
;-24,4885441;-70,1102135
;-24,4885439;-70,1102273
;-24,4885438;-70,1102398
;-24,4885446;-70,1102538
;-24,4885442;-70,1102663
;-24,4885457;-70,1102807
;-24,4885475;-70,1102944
;-24,4885477;-70,1103054
;-24,4885466;-70,1103186
;-24,4885454;-70,1103327
;-24,4885443;-70,1103454
;-24,4885452;-70,1103569
;-24,4885464;-70,1103702
;-24,4885454;-70,1103834
;-24,4885444;-70,1103969
;-24,488543;-70,1104107
;-24,4885421;-70,1104235
;-24,4885405;-70,1104348
;-24,4885417;-70,1104492
;-24,4885419;-70,1104632
;-24,4885414;-70,1104751
;-24,4885404;-70,1104891
;-24,4885388;-70,1105018
;-24,4885382;-70,1105146
;-24,4885357;-70,1105275
;-24,4885341;-70,1105428
;-24,4885349;-70,1105558
;-24,4885349;-70,1105692
;-24,4885363;-70,1105834
;-24,488536;-70,1105968
;-24,4885354;-70,110611
;-24,4885359;-70,1106236
;-24,4885362;-70,1106371
;-24,488537;-70,1106516
;-24,4885384;-70,1106643
;-24,4885398;-70,1106769
;-24,4885402;-70,1106885
;-24,4885394;-70,110703
;-24,488538;-70,1107155
;-24,4885371;-70,1107302
;-24,4885368;-70,1107442
;-24,4885366;-70,1107566
;-24,4885361;-70,1107689
;-24,4885359;-70,110783
;-24,4885353;-70,1107954
;-24,488535;-70,1108065
;-24,4885342;-70,1108215
;-24,4885335;-70,1108344
;-24,4885335;-70,110847
;-24,488534;-70,1108606
;-24,4885344;-70,1108743
;-24,4885343;-70,110888
;-24,4885345;-70,1109008
;-24,4885342;-70,1109145
;-24,4885335;-70,1109278
;-24,4885328;-70,1109406
;-24,4885321;-70,1109541
;-24,4885316;-70,1109658
;-24,488533;-70,1109788
;-24,4885352;-70,11099
;-24,4885359;-70,1110018
;-24,4885376;-70,1110153
;-24,4885393;-70,1110269
;-24,488541;-70,1110379
;-24,4885415;-70,1110511
;-24,4885422;-70,1110654
;-24,4885439;-70,1110762
;-24,4885459;-70,1110896
;-24,4885458;-70,1111024
;-24,4885461;-70,1111147
;-24,4885461;-70,1111277
;-24,4885465;-70,1111391
;-24,4885483;-70,1111521
;-24,4885504;-70,1111655
;-24,4885492;-70,1111803
;-24,4885503;-70,1111941
;-24,4885519;-70,1112052
;-24,4885531;-70,1112176
;-24,4885528;-70,1112288
;-24,4885532;-70,1112395
;-24,4885538;-70,1112525
;-24,4885536;-70,111266
;-24,4885517;-70,1112782
;-24,4885457;-70,1112993
