;Lat;Lon
;-24,4885477;-70,1113081
;-24,4885473;-70,1113188
;-24,4885503;-70,1113328
;-24,4885534;-70,1113429
;-24,4885584;-70,1113542
;-24,4885627;-70,1113626
;-24,4885666;-70,1113728
;-24,4885688;-70,1113852
;-24,4885708;-70,1113993
;-24,4885732;-70,1114094
;-24,4885751;-70,1114207
;-24,4885765;-70,1114335
;-24,4885764;-70,1114455
;-24,4885755;-70,1114563
;-24,4885741;-70,1114697
;-24,488574;-70,1114808
;-24,4885752;-70,1114917
;-24,4885768;-70,1115039
;-24,4885769;-70,1115171
;-24,488577;-70,1115275
;-24,4885766;-70,1115401
;-24,4885766;-70,1115546
;-24,4885777;-70,1115657
;-24,4885794;-70,111578
;-24,4885793;-70,1115917
;-24,4885794;-70,1116032
;-24,4885794;-70,1116181
;-24,4885784;-70,1116304
;-24,4885771;-70,1116432
;-24,4885758;-70,1116568
;-24,4885746;-70,1116711
;-24,4885741;-70,1116838
;-24,488572;-70,1116963
;-24,4885709;-70,1117114
;-24,4885704;-70,1117223
;-24,488569;-70,1117346
;-24,4885685;-70,1117489
;-24,4885673;-70,1117615
;-24,4885666;-70,1117756
;-24,4885656;-70,111789
;-24,488566;-70,1118027
;-24,4885666;-70,1118153
;-24,4885648;-70,1118281
;-24,4885638;-70,1118417
;-24,4885629;-70,1118554
;-24,4885624;-70,1118675
;-24,4885627;-70,1118806
;-24,4885615;-70,1118942
;-24,4885608;-70,1119083
;-24,4885598;-70,1119208
;-24,488558;-70,1119348
;-24,4885565;-70,111949
;-24,4885551;-70,1119629
;-24,4885547;-70,1119755
;-24,488554;-70,1119887
;-24,4885531;-70,1120018
;-24,4885528;-70,1120158
;-24,4885531;-70,1120293
;-24,4885531;-70,1120405
;-24,4885509;-70,1120543
;-24,4885499;-70,1120691
;-24,48855;-70,1120828
;-24,4885504;-70,1120954
;-24,488552;-70,1121066
;-24,4885524;-70,1121199
;-24,4885507;-70,1121324
;-24,4885501;-70,1121456
;-24,4885491;-70,1121571
;-24,4885477;-70,1121705
;-24,4885473;-70,1121841
;-24,4885476;-70,1121953
;-24,4885485;-70,1122059
;-24,4885485;-70,1122182
;-24,4885481;-70,1122307
;-24,4885478;-70,112244
;-24,4885471;-70,1122579
;-24,4885465;-70,1122707
;-24,4885457;-70,1122828
;-24,488545;-70,1122955
;-24,4885434;-70,1123094
;-24,4885436;-70,1123207
;-24,4885437;-70,1123333
;-24,488546;-70,112346
;-24,4885475;-70,1123588
;-24,4885484;-70,1123724
;-24,4885478;-70,1123847
;-24,4885482;-70,1123977
;-24,4885484;-70,1124113
;-24,4885497;-70,1124238
;-24,4885501;-70,1124354
;-24,4885512;-70,1124475
;-24,4885515;-70,1124615
;-24,4885517;-70,112473
;-24,4885511;-70,1124872
;-24,4885506;-70,1125024
;-24,4885498;-70,1125155
;-24,4885505;-70,1125278
;-24,4885506;-70,1125408
;-24,4885502;-70,1125565
;-24,4885508;-70,1125702
;-24,4885511;-70,1125838
;-24,4885507;-70,1125981
;-24,4885513;-70,1126103
;-24,4885515;-70,112622
;-24,4885513;-70,1126346
;-24,4885501;-70,112648
;-24,4885505;-70,1126595
;-24,4885513;-70,1126731
;-24,4885529;-70,1126863
;-24,4885531;-70,1126986
;-24,4885531;-70,1127126
;-24,4885525;-70,1127246
;-24,4885541;-70,1127368
;-24,4885552;-70,1127499
;-24,4885574;-70,1127608
;-24,4885584;-70,1127732
;-24,4885593;-70,112788
;-24,4885589;-70,1128004
;-24,4885573;-70,1128139
;-24,4885565;-70,1128272
;-24,488557;-70,1128383
;-24,4885566;-70,1128502
;-24,4885574;-70,1128632
;-24,4885564;-70,1128758
;-24,4885545;-70,1128903
;-24,4885531;-70,1129019
;-24,4885544;-70,1129134
;-24,4885543;-70,1129256
;-24,4885554;-70,1129391
;-24,4885554;-70,1129514
;-24,4885558;-70,1129647
;-24,4885571;-70,1129778
;-24,4885578;-70,112991
;-24,4885576;-70,1130029
;-24,4885587;-70,1130165
;-24,4885589;-70,1130296
;-24,4885586;-70,1130427
;-24,4885583;-70,1130568
;-24,4885595;-70,1130702
;-24,4885619;-70,1130818
;-24,4885635;-70,1130935
;-24,4885635;-70,1131073
;-24,4885633;-70,1131205
;-24,4885622;-70,1131334
;-24,488561;-70,1131475
;-24,48856;-70,1131607
;-24,4885596;-70,1131724
;-24,4885597;-70,1131857
;-24,488561;-70,1131987
;-24,4885619;-70,1132105
;-24,4885623;-70,1132218
;-24,4885637;-70,1132334
;-24,4885655;-70,1132455
;-24,4885666;-70,1132583
;-24,4885666;-70,113268
;-24,4885687;-70,1132795
;-24,488571;-70,1132923
;-24,4885728;-70,113303
;-24,4885719;-70,1133137
;-24,4885714;-70,1133279
;-24,4885694;-70,1133382
;-24,4885679;-70,1133505
;-24,4885679;-70,1133627
;-24,4885689;-70,113375
;-24,4885706;-70,1133878
;-24,4885706;-70,1134014
;-24,4885705;-70,1134145
;-24,4885718;-70,1134269
;-24,4885724;-70,1134395
;-24,4885724;-70,1134523
;-24,4885743;-70,1134651
;-24,4885739;-70,1134786
;-24,4885739;-70,1134922
;-24,488574;-70,1135048
;-24,4885728;-70,1135186
;-24,4885719;-70,1135317
;-24,4885727;-70,1135435
;-24,4885714;-70,1135563
;-24,488571;-70,1135713
;-24,4885715;-70,1135846
;-24,4885726;-70,113597
;-24,4885732;-70,1136094
;-24,4885745;-70,1136235
;-24,4885738;-70,113636
;-24,4885739;-70,1136491
;-24,488574;-70,113662
;-24,4885744;-70,1136777
;-24,4885734;-70,1136918
;-24,4885734;-70,1137033
;-24,488572;-70,1137154
;-24,4885708;-70,1137277
;-24,48857;-70,1137401
;-24,4885694;-70,1137513
;-24,4885687;-70,1137638
;-24,4885701;-70,1137779
;-24,4885709;-70,11379
;-24,4885711;-70,1138025
;-24,4885703;-70,1138156
;-24,4885682;-70,1138291
;-24,4885662;-70,1138404
;-24,4885639;-70,1138533
;-24,4885619;-70,1138669
;-24,4885611;-70,1138798
;-24,4885611;-70,1138928
;-24,4885611;-70,1139059
;-24,4885621;-70,113919
;-24,4885625;-70,1139326
;-24,4885632;-70,113945
;-24,4885637;-70,11396
;-24,4885651;-70,1139742
;-24,4885663;-70,1139872
;-24,4885675;-70,1139986
;-24,4885689;-70,1140122
;-24,4885712;-70,1140248
;-24,4885737;-70,1140378
;-24,4885765;-70,1140501
;-24,4885785;-70,1140631
;-24,4885776;-70,1140774
;-24,4885786;-70,1140898
;-24,4885789;-70,1141029
;-24,4885791;-70,1141161
;-24,4885806;-70,1141291
;-24,4885802;-70,1141421
;-24,4885785;-70,1141542
;-24,488579;-70,11417
;-24,4885781;-70,1141832
;-24,4885792;-70,1141942
;-24,4885806;-70,1142075
;-24,4885796;-70,1142196
;-24,4885777;-70,1142315
;-24,4885745;-70,1142439
;-24,4885722;-70,114256
;-24,488571;-70,1142666
;-24,4885714;-70,1142779
;-24,4885719;-70,1142895
;-24,4885722;-70,1143032
;-24,4885723;-70,1143155
;-24,4885713;-70,1143292
;-24,4885682;-70,1143409
;-24,4885672;-70,1143534
;-24,4885647;-70,1143669
;-24,488563;-70,1143791
;-24,4885638;-70,1143905
;-24,4885622;-70,1144031
;-24,4885618;-70,1144167
;-24,4885604;-70,1144283
;-24,4885592;-70,1144415
;-24,4885583;-70,1144554
;-24,4885568;-70,1144676
;-24,4885563;-70,1144812
;-24,4885563;-70,1144935
;-24,4885564;-70,1145083
;-24,4885558;-70,1145218
;-24,4885537;-70,1145355
;-24,4885524;-70,1145499
;-24,4885509;-70,1145616
;-24,4885517;-70,1145736
;-24,488552;-70,1145871
;-24,4885517;-70,1146002
;-24,4885521;-70,1146125
;-24,4885505;-70,1146254
;-24,4885498;-70,1146382
;-24,48855;-70,1146507
;-24,4885492;-70,1146656
;-24,4885476;-70,11468
;-24,4885471;-70,1146915
;-24,4885466;-70,1147044
;-24,4885458;-70,1147167
;-24,4885458;-70,1147287
;-24,4885445;-70,1147427
;-24,4885445;-70,1147563
;-24,4885446;-70,1147685
;-24,4885454;-70,1147805
;-24,488546;-70,1147933
;-24,4885462;-70,1148056
;-24,4885462;-70,1148179
;-24,4885467;-70,1148315
;-24,4885471;-70,114844
;-24,4885482;-70,1148561
;-24,4885499;-70,1148688
;-24,4885501;-70,1148823
;-24,4885505;-70,1148954
;-24,4885497;-70,1149103
;-24,4885494;-70,1149214
;-24,4885491;-70,1149347
;-24,4885493;-70,1149483
;-24,4885504;-70,114959
;-24,4885497;-70,1149699
;-24,4885506;-70,1149826
;-24,4885515;-70,1149945
;-24,4885518;-70,1150066
;-24,4885519;-70,1150197
;-24,488552;-70,1150316
;-24,4885534;-70,1150447
;-24,4885535;-70,1150576
;-24,4885537;-70,1150716
;-24,4885551;-70,1150842
;-24,4885562;-70,1150956
;-24,4885568;-70,1151084
;-24,4885571;-70,1151203
;-24,4885587;-70,1151338
;-24,4885578;-70,1151475
;-24,4885578;-70,115162
;-24,4885576;-70,1151741
;-24,4885573;-70,1151868
;-24,4885561;-70,1152008
;-24,4885557;-70,1152146
;-24,4885551;-70,1152267
;-24,488553;-70,1152398
;-24,4885539;-70,1152532
;-24,4885562;-70,1152655
;-24,488557;-70,1152786
;-24,4885588;-70,1152906
;-24,4885606;-70,1153035
;-24,4885623;-70,1153172
;-24,4885638;-70,1153298
;-24,4885662;-70,1153432
;-24,4885663;-70,1153564
;-24,4885656;-70,1153708
;-24,4885673;-70,1153831
;-24,4885676;-70,1153961
;-24,4885679;-70,1154082
;-24,488569;-70,1154212
;-24,4885666;-70,1154343
;-24,4885656;-70,1154467
;-24,4885653;-70,115461
;-24,4885636;-70,1154735
;-24,488564;-70,1154848
;-24,4885634;-70,1154963
;-24,4885598;-70,1155078
;-24,4885585;-70,1155179
;-24,4885563;-70,1155291
;-24,4885564;-70,1155405
;-24,4885572;-70,1155526
;-24,4885602;-70,1155656
;-24,4885601;-70,1155759
;-24,4885581;-70,1155861
;-24,4885572;-70,1156026
;-24,4885587;-70,1156147
;-24,4885602;-70,1156288
;-24,4885597;-70,1156415
;-24,4885594;-70,1156555
;-24,4885606;-70,1156685
;-24,4885606;-70,1156816
;-24,4885606;-70,115694
;-24,4885601;-70,1157085
;-24,4885592;-70,1157218
;-24,488559;-70,1157342
;-24,48856;-70,1157475
;-24,48856;-70,1157624
;-24,4885599;-70,1157748
;-24,48856;-70,1157855
;-24,4885617;-70,1157975
;-24,4885633;-70,1158109
;-24,488564;-70,115824
;-24,4885625;-70,1158379
;-24,4885621;-70,1158526
;-24,4885628;-70,1158656
;-24,4885616;-70,1158779
;-24,4885612;-70,1158911
;-24,4885594;-70,1159038
;-24,4885568;-70,1159148
;-24,4885552;-70,1159248
;-24,4885547;-70,1159374
;-24,4885559;-70,1159491
;-24,488555;-70,1159628
;-24,4885542;-70,1159759
;-24,4885537;-70,1159893
;-24,4885525;-70,1160038
;-24,4885521;-70,1160164
;-24,4885526;-70,1160297
;-24,4885521;-70,1160425
;-24,4885518;-70,1160559
;-24,488552;-70,1160685
;-24,4885511;-70,1160837
;-24,4885502;-70,1160966
;-24,4885494;-70,1161093
;-24,4885483;-70,1161236
;-24,488547;-70,1161364
;-24,4885469;-70,1161493
;-24,4885443;-70,1161617
;-24,4885437;-70,1161737
;-24,4885436;-70,1161854
;-24,4885442;-70,1161991
;-24,4885444;-70,1162115
;-24,4885435;-70,1162239
;-24,488544;-70,1162378
;-24,4885442;-70,1162514
;-24,4885447;-70,1162628
;-24,4885456;-70,116276
;-24,4885455;-70,1162889
;-24,4885455;-70,1163015
;-24,4885463;-70,1163156
;-24,4885469;-70,116329
;-24,4885485;-70,1163412
;-24,4885478;-70,1163534
;-24,4885482;-70,1163658
;-24,488547;-70,116378
;-24,488546;-70,1163894
;-24,4885459;-70,1164035
;-24,4885473;-70,1164146
;-24,4885483;-70,1164278
;-24,4885489;-70,1164417
;-24,4885495;-70,1164542
;-24,4885502;-70,1164683
;-24,4885516;-70,1164833
;-24,4885527;-70,1164964
;-24,4885522;-70,1165087
;-24,4885522;-70,1165221
;-24,4885517;-70,1165362
;-24,4885513;-70,1165488
;-24,4885514;-70,1165631
;-24,4885519;-70,1165746
;-24,4885532;-70,1165874
;-24,4885529;-70,1166
;-24,4885517;-70,1166134
;-24,4885505;-70,1166264
;-24,4885488;-70,1166396
;-24,4885476;-70,116654
;-24,4885484;-70,1166673
;-24,4885482;-70,1166786
;-24,4885487;-70,1166927
;-24,4885475;-70,116705
;-24,4885474;-70,116717
;-24,4885455;-70,1167296
;-24,4885446;-70,116742
;-24,4885451;-70,1167546
;-24,4885465;-70,1167667
;-24,4885443;-70,1167803
;-24,488542;-70,1167925
;-24,4885437;-70,1168059
;-24,4885455;-70,1168167
;-24,4885483;-70,1168281
;-24,4885511;-70,1168395
;-24,4885524;-70,1168522
;-24,4885535;-70,1168658
;-24,4885533;-70,1168794
;-24,488549;-70,1168917
;-24,4885459;-70,1169028
;-24,488547;-70,116915
;-24,4885477;-70,1169262
;-24,4885509;-70,1169397
;-24,4885458;-70,1169528
;-24,4885424;-70,1169639
;-24,4885416;-70,1169756
;-24,4885405;-70,1169884
;-24,4885423;-70,1170005
;-24,4885416;-70,117012
;-24,4885431;-70,1170241
;-24,4885449;-70,1170367
;-24,4885468;-70,117048
;-24,4885489;-70,1170613
;-24,4885511;-70,1170723
;-24,4885533;-70,1170839
;-24,4885554;-70,117097
;-24,488557;-70,1171093
;-24,4885566;-70,1171228
;-24,4885558;-70,1171368
;-24,4885542;-70,1171493
;-24,4885525;-70,117162
;-24,4885491;-70,1171728
;-24,4885465;-70,117185
;-24,4885463;-70,1171983
;-24,4885459;-70,1172113
;-24,4885456;-70,1172238
;-24,488544;-70,1172366
;-24,4885444;-70,1172504
;-24,4885435;-70,1172625
;-24,4885405;-70,1172743
;-24,4885384;-70,1172855
;-24,4885361;-70,1172972
;-24,4885333;-70,1173089
;-24,4885305;-70,1173201
;-24,4885293;-70,1173338
;-24,4885285;-70,1173458
;-24,4885269;-70,1173597
;-24,4885267;-70,1173736
;-24,4885268;-70,1173857
;-24,4885272;-70,1173986
;-24,488528;-70,117413
;-24,4885281;-70,1174264
;-24,4885287;-70,1174377
;-24,4885282;-70,11745
;-24,4885266;-70,1174637
;-24,4885252;-70,1174774
;-24,4885245;-70,1174911
;-24,4885236;-70,1175042
;-24,4885222;-70,117518
;-24,4885212;-70,1175317
;-24,4885208;-70,1175439
;-24,4885208;-70,1175541
;-24,4885218;-70,1175659
;-24,4885218;-70,1175659
;-24,4885694;-70,117675
;-24,4885697;-70,1176816
;-24,4885703;-70,1176869
;-24,4885704;-70,117694
;-24,4885708;-70,117701
;-24,4885712;-70,1177118
;-24,4885702;-70,11772
;-24,4885714;-70,1177309
;-24,4885708;-70,1177413
;-24,4885703;-70,1177537
;-24,4885722;-70,1177643
;-24,4885713;-70,1177759
;-24,4885706;-70,1177879
;-24,4885701;-70,1177991
;-24,4885693;-70,117811
;-24,4885698;-70,1178212
;-24,4885709;-70,1178326
;-24,4885699;-70,1178431
;-24,4885696;-70,117855
;-24,4885682;-70,1178673
;-24,4885668;-70,1178781
;-24,4885647;-70,1178894
;-24,4885649;-70,1179016
;-24,4885654;-70,1179115
;-24,4885649;-70,1179215
;-24,4885624;-70,1179322
;-24,4885603;-70,1179442
;-24,4885594;-70,1179551
;-24,4885584;-70,1179674
;-24,4885583;-70,117978
;-24,4885577;-70,1179901
;-24,4885575;-70,1180024
;-24,4885594;-70,1180142
;-24,4885609;-70,1180231
;-24,4885627;-70,1180343
;-24,4885641;-70,1180455
;-24,4885633;-70,118056
;-24,4885636;-70,1180685
;-24,4885639;-70,1180784
;-24,488564;-70,1180885
;-24,4885637;-70,1181003
;-24,4885633;-70,11811
;-24,4885632;-70,1181217
;-24,4885638;-70,1181328
;-24,4885636;-70,1181435
;-24,4885629;-70,1181568
;-24,4885617;-70,1181691
;-24,488562;-70,1181816
;-24,4885612;-70,1181944
;-24,4885611;-70,1182041
;-24,4885612;-70,1182159
;-24,4885605;-70,1182302
;-24,4885615;-70,1182409
;-24,4885616;-70,1182521
;-24,488564;-70,1182632
;-24,4885654;-70,1182757
;-24,4885652;-70,1182883
;-24,4885655;-70,1183016
;-24,4885666;-70,1183129
;-24,488564;-70,1183259
;-24,4885633;-70,1183397
;-24,4885636;-70,1183504
;-24,4885636;-70,1183629
;-24,4885624;-70,1183747
;-24,4885645;-70,1183865
;-24,4885648;-70,1184014
;-24,4885652;-70,1184133
;-24,4885647;-70,1184244
;-24,4885643;-70,1184352
;-24,4885638;-70,1184472
;-24,4885633;-70,1184598
;-24,4885643;-70,1184728
;-24,4885644;-70,1184866
;-24,4885643;-70,1184982
;-24,4885636;-70,1185109
;-24,4885636;-70,1185233
;-24,4885631;-70,118535
;-24,4885634;-70,1185481
;-24,4885645;-70,1185613
;-24,4885644;-70,1185726
;-24,488564;-70,1185848
;-24,4885639;-70,1185965
;-24,4885647;-70,1186087
;-24,4885655;-70,1186209
;-24,4885658;-70,1186347
;-24,488565;-70,1186461
;-24,4885652;-70,1186565
;-24,4885653;-70,118669
;-24,4885646;-70,1186808
;-24,4885634;-70,1186928
;-24,4885629;-70,1187072
;-24,4885629;-70,1187214
;-24,4885624;-70,1187332
;-24,4885622;-70,118746
;-24,4885624;-70,1187588
;-24,4885621;-70,1187708
;-24,4885614;-70,1187837
;-24,4885603;-70,1187974
;-24,4885605;-70,1188103
;-24,488561;-70,1188215
;-24,488561;-70,1188346
;-24,4885611;-70,1188479
;-24,4885598;-70,1188618
;-24,488559;-70,1188733
;-24,4885574;-70,1188864
;-24,4885568;-70,1188995
;-24,4885567;-70,1189121
;-24,4885565;-70,1189255
;-24,4885571;-70,1189387
;-24,4885565;-70,118951
;-24,4885553;-70,1189637
;-24,4885537;-70,1189786
;-24,4885538;-70,1189902
;-24,4885528;-70,119002
;-24,4885504;-70,119016
;-24,4885489;-70,1190282
;-24,4885481;-70,1190397
;-24,4885466;-70,1190519
;-24,4885468;-70,1190643
;-24,4885461;-70,1190762
;-24,4885442;-70,1190908
;-24,4885421;-70,1191032
;-24,4885401;-70,1191142
;-24,4885392;-70,1191278
;-24,4885392;-70,1191405
;-24,4885396;-70,1191537
;-24,48854;-70,1191657
;-24,4885412;-70,11918
;-24,4885424;-70,1191926
;-24,4885448;-70,1192057
;-24,4885473;-70,1192192
;-24,4885492;-70,1192308
;-24,4885499;-70,1192439
;-24,4885509;-70,119255
;-24,4885515;-70,1192661
;-24,4885513;-70,1192795
;-24,4885502;-70,1192918
;-24,4885497;-70,1193043
;-24,488549;-70,1193167
;-24,4885478;-70,1193293
;-24,4885472;-70,1193416
;-24,4885473;-70,1193536
;-24,4885491;-70,1193662
;-24,4885475;-70,1193798
;-24,4885491;-70,119392
;-24,4885492;-70,1194035
;-24,4885486;-70,1194167
;-24,488548;-70,1194281
;-24,4885469;-70,1194404
;-24,4885473;-70,1194519
;-24,4885477;-70,1194636
;-24,4885475;-70,119477
;-24,4885477;-70,1194893
;-24,4885483;-70,1195008
;-24,4885476;-70,1195126
;-24,4885479;-70,1195238
;-24,4885491;-70,1195358
;-24,4885497;-70,11955
;-24,48855;-70,1195624
;-24,4885509;-70,1195743
;-24,4885484;-70,1195879
;-24,4885465;-70,1196022
;-24,4885469;-70,1196143
;-24,4885486;-70,1196258
;-24,488551;-70,1196384
;-24,4885515;-70,119651
;-24,4885523;-70,1196641
;-24,4885526;-70,1196773
;-24,488553;-70,1196881
;-24,488554;-70,119701
;-24,4885558;-70,1197127
;-24,4885566;-70,1197261
;-24,4885572;-70,1197383
;-24,4885574;-70,1197499
;-24,4885576;-70,1197625
;-24,4885592;-70,1197741
;-24,4885591;-70,1197866
;-24,4885593;-70,1197997
;-24,4885594;-70,1198117
;-24,488559;-70,1198247
;-24,4885589;-70,1198367
;-24,488557;-70,1198509
;-24,4885571;-70,119864
;-24,4885573;-70,1198768
;-24,4885563;-70,1198878
;-24,4885552;-70,1199003
;-24,4885539;-70,119913
;-24,4885527;-70,1199239
;-24,4885516;-70,1199369
;-24,4885519;-70,1199493
;-24,4885512;-70,1199617
;-24,4885513;-70,1199749
;-24,4885507;-70,1199876
;-24,4885496;-70,1199996
;-24,4885483;-70,1200127
;-24,4885482;-70,120026
;-24,4885477;-70,1200373
;-24,4885468;-70,1200499
;-24,4885453;-70,1200618
;-24,4885439;-70,1200744
;-24,4885437;-70,1200857
;-24,488543;-70,1200994
;-24,4885429;-70,1201133
;-24,4885421;-70,1201242
;-24,4885419;-70,1201365
;-24,4885416;-70,1201491
;-24,4885417;-70,1201613
;-24,4885415;-70,1201731
;-24,4885425;-70,1201862
;-24,4885438;-70,1201995
;-24,4885445;-70,1202117
;-24,4885441;-70,1202247
;-24,4885429;-70,1202375
;-24,4885405;-70,1202494
;-24,4885376;-70,1202624
;-24,4885375;-70,1202742
;-24,4885377;-70,1202852
;-24,4885377;-70,120298
;-24,4885377;-70,1203109
;-24,4885383;-70,1203227
;-24,4885378;-70,120336
;-24,4885369;-70,1203494
;-24,4885364;-70,1203609
;-24,4885362;-70,1203724
;-24,488536;-70,1203849
;-24,4885354;-70,1203967
;-24,4885359;-70,1204093
;-24,4885359;-70,120423
;-24,4885358;-70,1204355
;-24,4885363;-70,1204466
;-24,4885367;-70,1204589
;-24,4885375;-70,1204727
;-24,4885368;-70,120483
;-24,4885353;-70,1204949
;-24,4885358;-70,1205064
;-24,4885358;-70,1205178
;-24,4885369;-70,1205295
;-24,4885372;-70,120541
;-24,4885365;-70,1205527
;-24,4885353;-70,120565
;-24,4885346;-70,1205763
;-24,4885349;-70,1205878
;-24,4885352;-70,1206005
;-24,4885343;-70,1206127
;-24,4885329;-70,1206239
;-24,4885312;-70,1206369
;-24,48853;-70,1206494
;-24,4885296;-70,1206606
;-24,4885302;-70,1206741
;-24,488531;-70,1206866
;-24,4885318;-70,1206981
;-24,4885318;-70,1207116
;-24,4885305;-70,1207248
;-24,4885301;-70,1207381
;-24,4885295;-70,1207499
;-24,4885292;-70,1207619
;-24,4885289;-70,1207752
;-24,4885274;-70,1207873
;-24,4885268;-70,1207989
;-24,4885266;-70,1208125
;-24,4885273;-70,1208245
;-24,4885273;-70,1208356
;-24,4885276;-70,120849
;-24,4885264;-70,1208614
;-24,4885236;-70,1208714
;-24,4885205;-70,1208835
;-24,4885195;-70,1208949
;-24,4885199;-70,1209069
;-24,4885194;-70,1209185
;-24,4885176;-70,1209289
;-24,4885147;-70,1209431
;-24,4885121;-70,1209553
;-24,4885098;-70,1209651
;-24,4885076;-70,1209766
;-24,4885037;-70,12099
;-24,4885028;-70,1209983
;-24,4884998;-70,1210085
;-24,4884955;-70,1210204
;-24,4884905;-70,121034
;-24,4884869;-70,1210456
;-24,4884834;-70,1210561
;-24,48848;-70,1210636
;-24,4884772;-70,1210746
;-24,4884739;-70,1210856
;-24,4884721;-70,1210974
;-24,4884712;-70,1211102
;-24,4884704;-70,1211209
;-24,4884699;-70,1211336
;-24,4884691;-70,121147
;-24,4884685;-70,1211587
;-24,4884671;-70,1211712
;-24,4884672;-70,1211833
;-24,4884678;-70,1211948
;-24,4884665;-70,1212085
;-24,4884657;-70,1212206
;-24,488465;-70,1212313
;-24,4884622;-70,121245
;-24,488461;-70,1212568
;-24,4884605;-70,121269
;-24,4884585;-70,1212819
;-24,4884566;-70,1212948
;-24,488455;-70,1213064
;-24,4884533;-70,1213198
;-24,4884543;-70,1213304
;-24,4884565;-70,1213417
;-24,4884577;-70,1213546
;-24,4884575;-70,1213677
;-24,488457;-70,1213791
;-24,4884572;-70,1213924
;-24,4884561;-70,1214058
;-24,4884553;-70,1214165
;-24,4884546;-70,1214269
;-24,4884526;-70,1214398
;-24,4884488;-70,1214497
;-24,4884474;-70,1214599
;-24,4884448;-70,1214724
;-24,4884437;-70,1214851
;-24,4884414;-70,1214962
;-24,4884396;-70,1215083
;-24,4884385;-70,1215209
;-24,4884378;-70,1215328
;-24,4884386;-70,121546
;-24,4884386;-70,1215564
;-24,4884399;-70,121568
;-24,4884422;-70,1215818
;-24,488442;-70,1215943
;-24,4884406;-70,1216062
;-24,4884408;-70,1216177
;-24,4884405;-70,1216288
;-24,488441;-70,1216434
;-24,4884401;-70,1216557
;-24,4884378;-70,1216702
;-24,4884348;-70,1216842
;-24,4884304;-70,1216984
;-24,4884284;-70,1217105
;-24,4884269;-70,1217216
;-24,4884252;-70,1217337
;-24,4884226;-70,1217474
;-24,4884206;-70,1217596
;-24,4884197;-70,1217714
;-24,4884183;-70,1217846
;-24,4884167;-70,1217972
;-24,4884166;-70,1218093
;-24,4884158;-70,1218218
;-24,4884157;-70,1218331
;-24,488416;-70,1218451
;-24,4884164;-70,1218581
;-24,488417;-70,121871
;-24,4884173;-70,1218832
;-24,4884165;-70,1218959
;-24,4884164;-70,1219079
;-24,4884159;-70,12192
;-24,4884152;-70,1219331
;-24,4884155;-70,1219453
;-24,4884143;-70,1219586
;-24,4884127;-70,121973
;-24,4884109;-70,1219869
;-24,4884098;-70,1219985
;-24,4884089;-70,122013
;-24,4884076;-70,1220259
;-24,488404;-70,1220374
;-24,4884028;-70,1220486
;-24,4884002;-70,1220614
;-24,4884011;-70,1220736
;-24,4884013;-70,1220844
;-24,4884007;-70,1220978
;-24,4883994;-70,1221109
;-24,4883958;-70,1221224
;-24,488393;-70,122137
;-24,488394;-70,12215
;-24,4883961;-70,1221618
;-24,4883961;-70,1221749
;-24,4883958;-70,1221885
;-24,4883941;-70,1222019
;-24,4883923;-70,1222146
;-24,4883909;-70,1222291
;-24,4883896;-70,1222429
;-24,4883889;-70,1222545
;-24,4883889;-70,1222675
;-24,4883901;-70,1222811
;-24,4883902;-70,1222953
;-24,4883899;-70,1223072
;-24,4883892;-70,1223202
;-24,4883887;-70,1223329
;-24,4883877;-70,1223457
;-24,4883882;-70,1223583
;-24,4883892;-70,1223703
;-24,488391;-70,1223821
;-24,4883925;-70,1223951
;-24,4883919;-70,1224074
;-24,488392;-70,122422
;-24,4883916;-70,1224339
;-24,4883919;-70,1224469
;-24,488391;-70,1224598
;-24,4883895;-70,1224727
;-24,4883883;-70,1224866
;-24,4883868;-70,1224999
;-24,488386;-70,1225118
;-24,4883857;-70,1225263
;-24,4883846;-70,1225393
;-24,4883841;-70,1225514
;-24,4883825;-70,1225636
;-24,4883806;-70,1225776
;-24,4883793;-70,1225895
;-24,4883786;-70,1226018
;-24,4883779;-70,1226148
;-24,4883766;-70,1226272
;-24,4883753;-70,1226392
;-24,4883754;-70,1226515
;-24,4883762;-70,1226651
;-24,4883737;-70,1226757
;-24,488372;-70,1226865
;-24,4883712;-70,1226973
;-24,4883699;-70,1227117
;-24,4883677;-70,1227248
;-24,4883649;-70,1227367
;-24,4883628;-70,1227495
;-24,4883607;-70,1227594
;-24,4883586;-70,1227716
;-24,4883569;-70,1227848
;-24,4883555;-70,1227953
;-24,4883535;-70,1228071
;-24,4883515;-70,1228196
;-24,4883496;-70,1228316
;-24,4883482;-70,1228428
;-24,4883489;-70,1228564
;-24,4883474;-70,1228699
;-24,4883471;-70,1228817
;-24,4883479;-70,1228955
;-24,4883494;-70,1229099
;-24,4883493;-70,1229235
;-24,4883496;-70,1229363
;-24,4883511;-70,1229499
;-24,4883499;-70,1229636
;-24,4883477;-70,1229748
;-24,4883472;-70,1229875
;-24,4883472;-70,1229993
;-24,4883456;-70,1230125
;-24,4883442;-70,1230241
;-24,4883422;-70,1230388
;-24,4883425;-70,1230485
;-24,4883426;-70,1230595
;-24,4883451;-70,1230722
;-24,4883462;-70,1230825
;-24,488346;-70,1230951
;-24,4883468;-70,1231085
;-24,4883477;-70,123122
;-24,4883465;-70,1231342
;-24,4883473;-70,1231463
;-24,4883467;-70,1231578
;-24,4883458;-70,1231718
