-024.4852259,-070.1489266
-024.4852292,-070.1489218
-024.4852300,-070.1489155
-024.4852303,-070.1489086
-024.4852313,-070.1489014
-024.4852324,-070.1488949
-024.4852338,-070.1488928
-024.4852336,-070.1488921
-024.4852335,-070.1488924
-024.4852334,-070.1488923
-024.4852334,-070.1488927
-024.4852334,-070.1488927
-024.4832157,-070.1484889
-024.4832154,-070.1484887
-024.4832163,-070.1484883
-024.4832232,-070.1484902
-024.4832337,-070.1484927
-024.4832454,-070.1484939
-024.4832548,-070.1484934
-024.4832679,-070.1484942
-024.4832793,-070.1484944
-024.4832897,-070.1484944
-024.4833017,-070.1484945
-024.4833143,-070.1484947
-024.4833253,-070.1484947
-024.4833360,-070.1484945
-024.4833483,-070.1484946
-024.4833600,-070.1484942
-024.4833707,-070.1484935
-024.4833824,-070.1484946
-024.4833944,-070.1484957
-024.4834078,-070.1484957
-024.4834186,-070.1484954
-024.4834307,-070.1484966
-024.4834428,-070.1484969
-024.4834558,-070.1484975
-024.4834645,-070.1484973
-024.4834737,-070.1484965
-024.4834823,-070.1484963
-024.4834918,-070.1484976
-024.4835009,-070.1485003
-024.4835112,-070.1485012
-024.4835218,-070.1485020
-024.4835328,-070.1485016
-024.4835435,-070.1485032
-024.4835528,-070.1485055
-024.4835619,-070.1485079
-024.4835714,-070.1485083
-024.4835806,-070.1485095
-024.4835925,-070.1485110
-024.4836038,-070.1485118
-024.4836151,-070.1485120
-024.4836260,-070.1485118
-024.4836381,-070.1485115
-024.4836481,-070.1485114
-024.4836591,-070.1485118
-024.4836702,-070.1485121
-024.4836805,-070.1485109
-024.4836929,-070.1485098
-024.4837037,-070.1485094
-024.4837144,-070.1485089
-024.4837263,-070.1485071
-024.4837382,-070.1485055
-024.4837478,-070.1485047
-024.4837586,-070.1485048
-024.4837699,-070.1485040
-024.4837818,-070.1485042
-024.4837919,-070.1485054
-024.4838036,-070.1485065
-024.4838156,-070.1485054
-024.4838276,-070.1485054
-024.4838390,-070.1485061
-024.4838510,-070.1485069
-024.4838624,-070.1485075
-024.4838734,-070.1485067
-024.4838830,-070.1485063
-024.4838950,-070.1485054
-024.4839054,-070.1485052
-024.4839161,-070.1485050
