

/Gem Systems GSM-19W 8078103 v7.0 9 VII 2018 M ew3fl~v7o                          
/ID 1
001 survey.m  000005  01   I  00 000510.0 00000000
002 sg    .b  000019  06  IX  18 140927.0 0000006E
003 sg    .b  000137  06  IX  18 141643.0 0000012C
004 sg    .b  000091  06  IX  18 142014.0 00000686
005 sg    .wm 000086  06  IX  18 142208.0 00000A14
006 sg    .m  000001  01   I  00 000214.0 0000127C
007 prueba.wm 001358  13  IX  18 142931.0 00001292
008 prueba.wm 002281  13  IX  18 150235.0 00009C2A
009 prueba.wm 000033  08   X  18 203000.0 000183A0
010 dia1m1.wm 002555  08   X  18 203601.0 000186D6
011 dia2m1.wm 003300  09   X  18 114519.0 0002898C
012 dia3m1.wm 006158  11   X  18 105931.0 0003D748
013 dia4m1.wm 006507  12   X  18 120941.0 0006462C
014 dia5m1.wm 009653  13   X  18 112023.0 0008D816
015 dia6m1.wm 005397  14   X  18 120014.0 000CA864
016 dia7m1.wm 010111  15   X  18 112157.0 000ECA3E
017 dia8m1.wm 006517  16   X  18 121122.0 0012C9FC
018 dia9m1.wm 011571  17   X  18 114217.0 00155E0A
019 dia101.wm 010620  18   X  18 125308.0 0019F0D4
020 dia111.wm 007249  19   X  18 122050.0 001E2334
021 dia121.wm 005256  20   X  18 125657.0 002100DA
022 dia131.wm 008365  21   X  18 112355.0 002314B6
023 dla141.wm 011038  22   X  18 121601.0 002663F4
024 dia151.wm 008263  23   X  18 120857.0 002AC26C
025 dia161.wm 008921  25   X  18 112600.0 002E069A
026 dia171.wm 015971  26   X  18 124634.0 00318DB0
027 1605  .wm 008682  16   V  19 181027.0 0037E32A
028 1705  .wm 012289  17   V  19 133811.0 003B52FA
029 lab2  .wm 001838  18  VI  19 144203.0 00402FD0
030 lab2  .m  000002  08   X  19 193550.0 0040EA48
031 lab2  .m  000003  08   X  19 194112.0 0040EA8C
032 lab2  .m  000001  08   X  19 195621.0 0040EB14
033 lab2  .wm 000064  08   X  19 204218.0 0040EB36
034 lab2  .wm 000015  08   X  19 205405.0 0040EEAE
035 lab2  .wm 015974  09   X  19 115732.0 0040F000
036 lab2  .wm 000168  02  XII 19 144346.0 00474338
037 lab2  .wm 000268  07  XII 19 110848.0 0047541E
038 lab2  .wm 005594  08  XII 19 163004.0 00476F22
039 lab2  .wm 004628  09  XII 19 180600.0 0049A5D2
040 lab2  .wm 007150  11  XII 19 195636.0 004B7B46
041 lab2  .wm 003789  12  XII 19 213109.0 004E50BE
015.8% mag
084.2% free


/Gem Systems GSM-19W 8078103 v7.0 9 VII 2018 M ew3fl~v7o                          
/ID 1 file 36lab2  .wm  02 XII19
/UTC
/19H
/00474338
/60Hz AC filter
/12.2V
/tune initialize Y auto-tune Y 024.4uT
/lat lon elevation nT sq cor-nT sat position-type time picket-x picket-y 
line  000000
-033.4573266 -070.6618207  000547  24466.86 99  000000.00 06 S 144401.0 -7802617.68  0 
-033.4573266 -070.6618207  000547  24467.29 99  000000.00 06 S 144401.2 * * 
-033.4573266 -070.6618207  000547  24467.34 99  000000.00 06 S 144401.4 * * 
-033.4573266 -070.6618207  000547  24467.35 99  000000.00 06 S 144401.6 * * 
-033.4573266 -070.6618207  000547  24467.35 99  000000.00 06 S 144401.8 * * 
-033.4573266 -070.6618207  000547  24467.07 99  000000.00 06 S 144402.0 * * 
-033.4573266 -070.6618207  000547  24467.07 99  000000.00 06 S 144402.2 * * 
-033.4573266 -070.6618207  000547  24467.00 99  000000.00 06 S 144402.4 * * 
-033.4573266 -070.6618207  000547  24467.18 99  000000.00 06 S 144402.6 * * 
-033.4573266 -070.6618207  000547  24467.43 99  000000.00 06 S 144402.8 * * 
-033.4573266 -070.6618207  000547  24467.53 99  000000.00 06 S 144403.0 * * 
-033.4573266 -070.6618207  000547  24467.32 99  000000.00 06 S 144403.2 * * 
-033.4573266 -070.6618207  000547  24467.37 99  000000.00 06 S 144403.4 * * 
-033.4573266 -070.6618207  000547  24467.29 99  000000.00 06 S 144403.6 * * 
-033.4573266 -070.6618207  000547  24467.29 99  000000.00 06 S 144403.8 * * 
-033.4573267 -070.6618206  000547  24467.02 99  000000.00 06 S 144404.0 * * 
-033.4573267 -070.6618206  000547  24467.07 99  000000.00 06 S 144404.2 * * 
-033.4573267 -070.6618206  000547  24466.95 99  000000.00 06 S 144404.4 * * 
-033.4573267 -070.6618206  000547  24466.99 99  000000.00 06 S 144404.6 * * 
-033.4573267 -070.6618206  000547  24467.19 99  000000.00 06 S 144404.8 * * 
-033.4573267 -070.6618206  000547  24467.06 99  000000.00 06 S 144405.0 * * 
-033.4573267 -070.6618206  000547  24467.00 99  000000.00 06 S 144405.2 * * 
-033.4573267 -070.6618206  000547  24467.21 99  000000.00 06 S 144405.4 * * 
-033.4573268 -070.6618206  000547  24467.30 99  000000.00 06 S 144405.6 * * 
-033.4573268 -070.6618206  000547  24467.30 99  000000.00 06 S 144405.8 * * 
-033.4573269 -070.6618205  000547  24467.40 99  000000.00 06 S 144406.0 * * 
-033.4573269 -070.6618205  000547  24467.40 99  000000.00 06 S 144406.2 * * 
-033.4573269 -070.6618205  000547  24467.40 99  000000.00 06 S 144406.4 * * 
-033.4573269 -070.6618205  000547  24467.39 99  000000.00 06 S 144406.6 * * 
-033.4573269 -070.6618205  000547  24467.43 99  000000.00 06 S 144406.8 * * 
-033.4573269 -070.6618205  000547  24467.38 99  000000.00 06 S 144407.0 * * 
-033.4573269 -070.6618205  000547  24467.34 99  000000.00 06 S 144407.2 * * 
-033.4573269 -070.6618205  000547  24467.25 99  000000.00 06 S 144407.4 * * 
-033.4573269 -070.6618205  000547  24467.01 99  000000.00 06 S 144407.6 * * 
-033.4573269 -070.6618205  000547  24467.01 99  000000.00 06 S 144407.8 * * 
-033.4573269 -070.6618205  000547  24466.97 99  000000.00 06 S 144408.0 * * 
-033.4573269 -070.6618205  000547  24467.17 99  000000.00 06 S 144408.2 * * 
-033.4573269 -070.6618205  000547  24467.27 99  000000.00 06 S 144408.4 * * 
-033.4573269 -070.6618205  000547  24467.57 99  000000.00 06 S 144408.6 * * 
-033.4573269 -070.6618205  000547  24467.40 99  000000.00 06 S 144408.8 * * 
-033.4573270 -070.6618204  000547  24467.16 99  000000.00 06 S 144409.0 * * 
-033.4573270 -070.6618204  000547  24467.15 99  000000.00 06 S 144409.2 * * 
-033.4573270 -070.6618204  000547  24467.13 99  000000.00 06 S 144409.4 * * 
-033.4573270 -070.6618204  000547  24467.44 99  000000.00 06 S 144409.6 * * 
-033.4573270 -070.6618204  000547  24467.44 99  000000.00 06 S 144409.8 * * 
-033.4573270 -070.6618204  000547  24467.04 99  000000.00 06 S 144410.0 * * 
-033.4573270 -070.6618204  000547  24467.09 99  000000.00 06 S 144410.2 * * 
-033.4573270 -070.6618204  000547  24467.16 99  000000.00 06 S 144410.4 * * 
-033.4573271 -070.6618204  000547  24467.22 99  000000.00 06 S 144410.6 * * 
-033.4573271 -070.6618204  000547  24467.14 99  000000.00 06 S 144410.8 * * 
-033.4573272 -070.6618203  000547  24467.07 99  000000.00 06 S 144411.0 * * 
-033.4573272 -070.6618203  000547  24467.26 99  000000.00 06 S 144411.2 * * 
-033.4573272 -070.6618203  000547  24467.34 99  000000.00 06 S 144411.4 * * 
-033.4573272 -070.6618203  000547  24467.12 99  000000.00 06 S 144411.6 * * 
-033.4573272 -070.6618203  000547  24467.12 99  000000.00 06 S 144411.8 * * 
-033.4573272 -070.6618203  000547  24467.28 99  000000.00 06 S 144412.0 * * 
-033.4573273 -070.6618203  000547  24467.10 99  000000.00 06 S 144412.2 * * 
-033.4573274 -070.6618202  000547  24467.35 99  000000.00 06 S 144412.4 * * 
-033.4573275 -070.6618201  000547  24467.35 99  000000.00 06 S 144412.6 * * 
-033.4573276 -070.6618200  000547  24467.14 99  000000.00 06 S 144412.8 * * 
-033.4573278 -070.6618199  000547  24467.27 99  000000.00 06 S 144413.0 * * 
-033.4573278 -070.6618199  000547  24467.20 99  000000.00 06 S 144413.2 * * 
-033.4573278 -070.6618199  000547  24467.36 99  000000.00 06 S 144413.4 * * 
-033.4573278 -070.6618199  000547  24467.23 99  000000.00 06 S 144413.6 * * 
-033.4573278 -070.6618199  000547  24467.23 99  000000.00 06 S 144413.8 * * 
-033.4573278 -070.6618199  000547  24467.29 99  000000.00 06 S 144414.0 * * 
-033.4573278 -070.6618199  000547  24467.19 99  000000.00 06 S 144414.2 * * 
-033.4573278 -070.6618199  000547  24467.22 99  000000.00 06 S 144414.4 * * 
-033.4573278 -070.6618199  000547  24467.17 99  000000.00 06 S 144414.6 * * 
-033.4573278 -070.6618199  000547  24467.21 99  000000.00 06 S 144414.8 * * 
-033.4573278 -070.6618199  000547  24467.27 99  000000.00 06 S 144415.0 * * 
-033.4573278 -070.6618199  000547  24467.20 99  000000.00 06 S 144415.2 * * 
-033.4573278 -070.6618199  000547  24467.26 99  000000.00 06 S 144415.4 * * 
-033.4573279 -070.6618199  000547  24467.04 99  000000.00 06 S 144415.6 * * 
-033.4573279 -070.6618199  000547  24467.04 99  000000.00 06 S 144415.8 * * 
-033.4573280 -070.6618198  000547  24467.33 99  000000.00 06 S 144416.0 * * 
-033.4573280 -070.6618198  000547  24467.24 99  000000.00 06 S 144416.2 * * 
-033.4573280 -070.6618198  000547  24467.17 99  000000.00 06 S 144416.4 * * 
-033.4573280 -070.6618198  000547  24467.12 99  000000.00 06 S 144416.6 * * 
-033.4573280 -070.6618198  000547  24467.20 99  000000.00 06 S 144416.8 * * 
-033.4573280 -070.6618198  000547  24467.31 99  000000.00 06 S 144417.0 * * 
-033.4573280 -070.6618198  000547  24467.32 99  000000.00 06 S 144417.2 * * 
-033.4573280 -070.6618198  000547  24467.17 99  000000.00 06 S 144417.4 * * 
-033.4573280 -070.6618197  000547  24467.28 99  000000.00 06 S 144417.6 * * 
-033.4573280 -070.6618197  000547  24467.28 99  000000.00 06 S 144417.8 * * 
-033.4573281 -070.6618196  000547  24467.45 99  000000.00 06 S 144418.0 * * 
-033.4573281 -070.6618196  000547  24467.26 99  000000.00 06 S 144418.2 * * 
-033.4573281 -070.6618196  000547  24467.24 99  000000.00 06 S 144418.4 * * 
-033.4573281 -070.6618196  000547  24467.18 99  000000.00 06 S 144418.6 * * 
-033.4573281 -070.6618196  000547  24467.15 99  000000.00 06 S 144418.8 * * 
-033.4573281 -070.6618196  000547  24467.28 99  000000.00 06 S 144419.0 * * 
-033.4573281 -070.6618196  000547  24467.17 99  000000.00 06 S 144419.2 * * 
-033.4573281 -070.6618196  000547  24467.25 99  000000.00 06 S 144419.4 * * 
-033.4573281 -070.6618196  000547  24467.31 99  000000.00 06 S 144419.6 * * 
-033.4573281 -070.6618196  000547  24467.31 99  000000.00 06 S 144419.8 * * 
-033.4573281 -070.6618196  000547  24467.06 99  000000.00 06 S 144420.0 * * 
-033.4573281 -070.6618196  000547  24467.19 99  000000.00 06 S 144420.2 * * 
-033.4573281 -070.6618196  000547  24467.22 99  000000.00 06 S 144420.4 * * 
-033.4573282 -070.6618196  000547  24467.08 99  000000.00 06 S 144420.6 * * 
-033.4573282 -070.6618196  000547  24467.29 99  000000.00 06 S 144420.8 * * 
-033.4573283 -070.6618195  000547  24467.32 99  000000.00 06 S 144421.0 * * 
-033.4573283 -070.6618195  000547  24467.27 99  000000.00 06 S 144421.2 * * 
-033.4573283 -070.6618195  000547  24467.23 99  000000.00 06 S 144421.4 * * 
-033.4573283 -070.6618195  000547  24467.37 99  000000.00 06 S 144421.6 * * 
-033.4573283 -070.6618195  000547  24467.37 99  000000.00 06 S 144421.8 * * 
-033.4573283 -070.6618195  000547  24467.13 99  000000.00 06 S 144422.0 * * 
-033.4573283 -070.6618195  000547  24467.15 99  000000.00 06 S 144422.2 * * 
-033.4573283 -070.6618195  000547  24467.13 99  000000.00 06 S 144422.4 * * 
-033.4573284 -070.6618195  000547  24467.29 99  000000.00 06 S 144422.6 * * 
-033.4573284 -070.6618195  000547  24467.28 99  000000.00 06 S 144422.8 * * 
-033.4573285 -070.6618194  000547  24467.05 99  000000.00 06 S 144423.0 * * 
-033.4573285 -070.6618194  000547  24467.12 99  000000.00 06 S 144423.2 * * 
-033.4573285 -070.6618194  000547  24467.33 99  000000.00 06 S 144423.4 * * 
-033.4573285 -070.6618194  000547  24467.20 99  000000.00 06 S 144423.6 * * 
-033.4573285 -070.6618194  000547  24467.20 99  000000.00 06 S 144423.8 * * 
-033.4573285 -070.6618194  000547  24467.16 99  000000.00 06 S 144424.0 * * 
-033.4573285 -070.6618194  000547  24467.31 99  000000.00 06 S 144424.2 * * 
-033.4573285 -070.6618194  000547  24467.41 99  000000.00 06 S 144424.4 * * 
-033.4573285 -070.6618194  000547  24467.25 99  000000.00 06 S 144424.6 * * 
-033.4573285 -070.6618194  000547  24467.22 99  000000.00 06 S 144424.8 * * 
-033.4573285 -070.6618194  000547  24467.57 99  000000.00 06 S 144425.0 * * 
-033.4573285 -070.6618194  000547  24467.26 99  000000.00 06 S 144425.2 * * 
-033.4573285 -070.6618194  000547  24467.10 99  000000.00 06 S 144425.4 * * 
-033.4573286 -070.6618193  000547  24467.10 99  000000.00 06 S 144425.6 * * 
-033.4573286 -070.6618193  000547  24467.10 99  000000.00 06 S 144425.8 * * 
-033.4573287 -070.6618192  000547  24467.22 99  000000.00 06 S 144426.0 * * 
-033.4573287 -070.6618192  000547  24467.22 99  000000.00 06 S 144426.2 * * 
-033.4573287 -070.6618192  000547  24467.25 99  000000.00 06 S 144426.4 * * 
-033.4573287 -070.6618192  000547  24467.33 99  000000.00 06 S 144426.6 * * 
-033.4573287 -070.6618192  000547  24467.16 99  000000.00 06 S 144426.8 * * 
-033.4573287 -070.6618192  000547  24467.00 99  000000.00 06 S 144427.0 * * 
-033.4573288 -070.6618191  000547  24467.30 99  000000.00 06 S 144427.2 * * 
-033.4573290 -070.6618190  000547  24467.26 99  000000.00 06 S 144427.4 * * 
-033.4573292 -070.6618188  000547  24467.21 99  000000.00 06 S 144427.6 * * 
-033.4573294 -070.6618187  000547  24467.21 99  000000.00 06 S 144427.8 * * 
-033.4573296 -070.6618185  000546  24467.42 99  000000.00 06 S 144428.0 * * 
-033.4573296 -070.6618185  000546  24467.17 99  000000.00 06 S 144428.2 * * 
-033.4573296 -070.6618185  000546  24467.11 99  000000.00 06 S 144428.4 * * 
-033.4573296 -070.6618185  000546  24467.42 99  000000.00 06 S 144428.6 * * 
-033.4573296 -070.6618185  000546  24467.29 99  000000.00 06 S 144428.8 * * 
-033.4573296 -070.6618185  000546  24466.94 99  000000.00 06 S 144429.0 * * 
-033.4573296 -070.6618185  000546  24467.20 99  000000.00 06 S 144429.2 * * 
-033.4573296 -070.6618185  000546  24467.30 99  000000.00 06 S 144429.4 * * 
-033.4573297 -070.6618185  000546  24467.27 99  000000.00 06 S 144429.6 * * 
-033.4573297 -070.6618185  000546  24467.27 99  000000.00 06 S 144429.8 * * 
-033.4573298 -070.6618184  000546  24467.35 99  000000.00 06 S 144430.0 * * 
-033.4573298 -070.6618184  000546  24467.40 99  000000.00 06 S 144430.2 * * 
-033.4573298 -070.6618184  000546  24467.28 99  000000.00 06 S 144430.4 * * 
-033.4573298 -070.6618184  000546  24467.14 99  000000.00 06 S 144430.6 * * 
-033.4573298 -070.6618184  000546  24467.19 99  000000.00 06 S 144430.8 * * 
-033.4573298 -070.6618184  000546  24467.21 99  000000.00 06 S 144431.0 * * 
-033.4573298 -070.6618184  000546  24467.07 99  000000.00 06 S 144431.2 * * 
-033.4573298 -070.6618184  000546  24467.27 99  000000.00 06 S 144431.4 * * 
-033.4573298 -070.6618184  000546  24467.13 99  000000.00 06 S 144431.6 * * 
-033.4573298 -070.6618184  000546  24467.13 99  000000.00 06 S 144431.8 * * 
-033.4573298 -070.6618184  000546  24467.23 99  000000.00 06 S 144432.0 * * 
-033.4573298 -070.6618184  000546  24467.15 99  000000.00 06 S 144432.2 * * 
-033.4573298 -070.6618184  000546  24467.27 99  000000.00 06 S 144432.4 * * 
-033.4573299 -070.6618183  000546  24467.18 99  000000.00 06 S 144432.6 * * 
-033.4573299 -070.6618183  000546  24467.29 99  000000.00 06 S 144432.8 * * 
-033.4573300 -070.6618182  000546  24467.18 99  000000.00 06 S 144433.0 * * 
-033.4573300 -070.6618182  000546  24467.45 99  000000.00 06 S 144433.2 * * 
-033.4573300 -070.6618182  000546  24467.18 99  000000.00 06 S 144433.4 * * 
-033.4573300 -070.6618182  000546  24467.32 99  000000.00 06 S 144433.6 * * 
-033.4573300 -070.6618182  000546  24467.32 99  000000.00 06 S 144433.8 -7802617.68  0 


/Gem Systems GSM-19W 8078103 v7.0 9 VII 2018 M ew3fl~v7o                          
/ID 1 file 37lab2  .wm  07 XII19
/UTC
/19J
/0047541E
/60Hz AC filter
/12.4V
/tune initialize Y auto-tune Y 040.3uT
/lat lon elevation nT sq cor-nT sat position-type time picket-x picket-y 
line  000000
-024.4853565 -070.1487300  002234  41835.96 09  000000.00 04 S 110929.0 -7802617.68  0 
-024.4855186 -070.1486506  002269  35925.32 09  000000.00 03 P 110930.0 * * 
-024.4855302 -070.1486449  002272  41301.19 09  000000.00 03 P 110931.0 * * 
-024.4855305 -070.1486447  002272  00000.00 09  000000.00 04 S 110932.0 * * 
-024.4852854 -070.1487601  002213  41312.79 09  000000.00 03 P 110933.0 * * 
-024.4852663 -070.1487689  002208  40716.43 09  000000.00 04 S 110934.0 * * 
-024.4853263 -070.1487324  002213  41358.05 09  000000.00 03 P 110935.0 * * 
-024.4853104 -070.1487398  002209  43062.12 09  000000.00 03 P 110936.0 * * 
-024.4852971 -070.1487461  002206  42387.62 09  000000.00 03 P 110937.0 * * 
-024.4852861 -070.1487513  002203  42796.71 06  000000.00 03 P 110938.0 * * 
-024.4852772 -070.1487554  002202  42551.44 09  000000.00 03 P 110939.0 * * 
-024.4852698 -070.1487588  002200  42707.85 09  000000.00 04 S 110940.0 * * 
-024.4852636 -070.1487619  002199  42983.19 09  000000.00 03 P 110941.0 * * 
-024.4852585 -070.1487641  002198  42568.28 09  000000.00 03 P 110942.0 * * 
-024.4852547 -070.1487658  002197  42749.82 09  000000.00 03 P 110943.0 * * 
-024.4852515 -070.1487674  002197  42937.75 04  000000.00 03 P 110944.0 * * 
-024.4852488 -070.1487691  002197  42731.41 09  000000.00 03 P 110945.0 * * 
-024.4852468 -070.1487699  002196  42751.13 09  000000.00 04 S 110946.0 * * 
-024.4852395 -070.1487741  002196  44311.58 09  000000.00 06 S 110947.0 * * 
-024.4852209 -070.1487851  002197  42694.91 09  000000.00 06 S 110948.0 * * 
-024.4852102 -070.1487915  002197  44785.38 09  000000.00 06 S 110949.0 * * 
-024.4852043 -070.1487958  002198  00000.00 07  000000.00 06 S 110950.0 * * 
-024.4851995 -070.1487987  002198  00000.00 09  000000.00 06 S 110951.0 * * 
-024.4851976 -070.1488001  002198  00000.00 09  000000.00 07 S 110952.0 * * 
-024.4851958 -070.1488010  002198  00000.00 09  000000.00 06 S 110953.0 * * 
-024.4851941 -070.1488021  002198  00000.00 09  000000.00 07 S 110954.0 * * 
-024.4851927 -070.1488031  002198  00000.00 09  000000.00 07 S 110955.0 * * 
-024.4851927 -070.1488039  002198  00000.00 07  000000.00 07 S 110956.0 * * 
-024.4851903 -070.1488074  002197  38913.30 09  000000.00 08 S 110957.0 * * 
-024.4851886 -070.1488097  002197  40265.74 09  000000.00 08 S 110958.0 * * 
-024.4851886 -070.1488119  002197  00000.00 09  000000.00 08 S 110959.0 * * 
-024.4851874 -070.1488132  002197  00000.00 09  000000.00 08 S 111000.0 * * 
-024.4851870 -070.1488138  002197  00000.00 09  000000.00 08 S 111001.0 * * 
-024.4851871 -070.1488148  002197  00000.00 05  000000.00 07 S 111002.0 * * 
-024.4851865 -070.1488153  002197  40596.80 09  000000.00 07 S 111003.0 * * 
-024.4851865 -070.1488153  002197  00000.00 09  000000.00 07 S 111004.0 * * 
-024.4851863 -070.1488154  002197  00000.00 09  000000.00 08 S 111005.0 * * 
-024.4851860 -070.1488153  002197  00000.00 09  000000.00 08 S 111006.0 * * 
-024.4851857 -070.1488150  002197  00000.00 09  000000.00 08 S 111007.0 * * 
-024.4851856 -070.1488149  002197  00000.00 05  000000.00 08 S 111008.0 * * 
-024.4851848 -070.1488152  002197  00000.00 09  000000.00 08 S 111009.0 * * 
-024.4851849 -070.1488155  002197  00000.00 09  000000.00 07 S 111010.0 * * 
-024.4851845 -070.1488148  002197  00000.00 09  000000.00 08 S 111011.0 * * 
-024.4851841 -070.1488144  002197  00000.00 09  000000.00 08 S 111012.0 * * 
-024.4851836 -070.1488146  002197  00000.00 09  000000.00 09 S 111013.0 * * 
-024.4851827 -070.1488149  002197  00000.00 06  000000.00 09 S 111014.0 * * 
-024.4851807 -070.1488146  002197  00000.00 09  000000.00 09 S 111015.0 * * 
-024.4851803 -070.1488152  002197  00000.00 09  000000.00 09 S 111016.0 * * 
-024.4851808 -070.1488160  002197  00000.00 09  000000.00 09 S 111017.0 * * 
-024.4851807 -070.1488167  002197  00000.00 09  000000.00 09 S 111018.0 * * 
-024.4851809 -070.1488175  002197  00000.00 09  000000.00 09 S 111019.0 * * 
-024.4851812 -070.1488184  002197  00000.00 06  000000.00 09 S 111020.0 * * 
-024.4851823 -070.1488189  002197  00000.00 09  000000.00 09 S 111021.0 * * 
-024.4851832 -070.1488193  002197  00000.00 09  000000.00 09 S 111022.0 * * 
-024.4851828 -070.1488174  002197  00000.00 09  000000.00 06 S 111023.0 * * 
-024.4851830 -070.1488175  002197  00000.00 09  000000.00 06 S 111024.0 * * 
-024.4851835 -070.1488193  002197  00000.00 09  000000.00 09 S 111025.0 * * 
-024.4851833 -070.1488192  002197  00000.00 05  000000.00 08 S 111026.0 * * 
-024.4851829 -070.1488192  002197  00000.00 09  000000.00 08 S 111027.0 * * 
-024.4851837 -070.1488198  002197  00000.00 09  000000.00 08 S 111028.0 * * 
-024.4851847 -070.1488203  002197  00000.00 09  000000.00 07 S 111029.0 * * 
-024.4851865 -070.1488202  002197  00000.00 09  000000.00 07 S 111030.0 * * 
-024.4851877 -070.1488202  002197  00000.00 09  000000.00 08 S 111031.0 * * 
-024.4851885 -070.1488204  002196  00000.00 05  000000.00 09 S 111032.0 * * 
-024.4851921 -070.1488185  002196  00000.00 09  000000.00 07 S 111033.0 * * 
-024.4851936 -070.1488181  002197  00000.00 09  000000.00 06 S 111034.0 * * 
-024.4851949 -070.1488182  002197  00000.00 09  000000.00 08 S 111035.0 * * 
-024.4851953 -070.1488195  002196  00000.00 09  000000.00 09 S 111036.0 * * 
-024.4851960 -070.1488204  002196  00000.00 09  000000.00 09 S 111037.0 * * 
-024.4851972 -070.1488211  002196  00000.00 09  000000.00 09 S 111038.0 * * 
-024.4851980 -070.1488212  002196  00000.00 09  000000.00 09 S 111039.0 * * 
-024.4851987 -070.1488213  002195  00000.00 09  000000.00 09 S 111040.0 * * 
-024.4851992 -070.1488215  002195  00000.00 09  000000.00 09 S 111041.0 * * 
-024.4851996 -070.1488214  002195  00000.00 09  000000.00 09 S 111042.0 * * 
-024.4851998 -070.1488213  002195  00000.00 09  000000.00 09 S 111043.0 * * 
-024.4852001 -070.1488213  002194  00000.00 09  000000.00 09 S 111044.0 * * 
-024.4852002 -070.1488213  002194  00000.00 09  000000.00 09 S 111045.0 * * 
-024.4852002 -070.1488213  002194  00000.00 09  000000.00 08 S 111046.0 * * 
-024.4852006 -070.1488213  002194  00000.00 09  000000.00 08 S 111047.0 * * 
-024.4852010 -070.1488212  002194  00000.00 09  000000.00 08 S 111048.0 * * 
-024.4852014 -070.1488211  002194  00000.00 09  000000.00 09 S 111049.0 * * 
-024.4852014 -070.1488211  002194  00000.00 07  000000.00 08 S 111050.0 * * 
-024.4852019 -070.1488211  002194  00000.00 09  000000.00 08 S 111051.0 * * 
-024.4852023 -070.1488210  002194  00000.00 09  000000.00 08 S 111052.0 * * 
-024.4852028 -070.1488209  002194  00000.00 09  000000.00 08 S 111053.0 * * 
-024.4852033 -070.1488209  002194  00000.00 09  000000.00 08 S 111054.0 * * 
-024.4852037 -070.1488209  002194  00000.00 09  000000.00 08 S 111055.0 * * 
-024.4852038 -070.1488209  002194  00000.00 06  000000.00 08 S 111056.0 * * 
-024.4852044 -070.1488209  002194  00000.00 09  000000.00 08 S 111057.0 * * 
-024.4852053 -070.1488210  002194  00000.00 09  000000.00 08 S 111058.0 * * 
-024.4852053 -070.1488210  002194  00000.00 09  000000.00 08 S 111059.0 * * 
-024.4852059 -070.1488210  002194  00000.00 09  000000.00 09 S 111100.0 * * 
-024.4852067 -070.1488212  002194  00000.00 09  000000.00 09 S 111101.0 * * 
-024.4852077 -070.1488213  002194  00000.00 09  000000.00 09 S 111102.0 -7802617.68  0 
-024.4852077 -070.1488212  002194  00000.00 09  000000.00 09 S 111103.0 * * 
-024.4852084 -070.1488214  002194  00000.00 09  000000.00 08 S 111104.0 * * 
-024.4852090 -070.1488217  002194  00000.00 09  000000.00 09 S 111105.0 * * 
-024.4852090 -070.1488217  002194  00000.00 09  000000.00 08 S 111106.0 * * 
-024.4852095 -070.1488220  002194  00000.00 09  000000.00 08 S 111107.0 * * 
-024.4852100 -070.1488224  002194  00000.00 09  000000.00 08 S 111108.0 * * 
-024.4852100 -070.1488224  002194  00000.00 09  000000.00 08 S 111109.0 * * 
-024.4852101 -070.1488225  002194  00000.00 09  000000.00 09 S 111110.0 * * 
-024.4852101 -070.1488225  002194  00000.00 09  000000.00 08 S 111111.0 * * 
-024.4852101 -070.1488225  002194  00000.00 09  000000.00 08 S 111112.0 * * 
-024.4852102 -070.1488226  002194  00000.00 09  000000.00 08 S 111113.0 * * 
-024.4852106 -070.1488232  002194  00000.00 06  000000.00 08 S 111114.0 * * 
-024.4852109 -070.1488238  002194  00000.00 09  000000.00 09 S 111115.0 * * 
-024.4852109 -070.1488238  002194  00000.00 09  000000.00 08 S 111116.0 * * 
-024.4852109 -070.1488238  002194  00000.00 09  000000.00 08 S 111117.0 * * 
-024.4852120 -070.1488243  002194  00000.00 09  000000.00 08 S 111118.0 * * 
-024.4852120 -070.1488243  002194  00000.00 09  000000.00 08 S 111119.0 * * 
-024.4852123 -070.1488249  002194  00000.00 09  000000.00 09 S 111120.0 * * 
-024.4852134 -070.1488255  002194  00000.00 09  000000.00 09 S 111121.0 * * 
-024.4852143 -070.1488262  002194  00000.00 09  000000.00 09 S 111122.0 * * 
-024.4852152 -070.1488267  002194  00000.00 09  000000.00 09 S 111123.0 * * 
-024.4852151 -070.1488267  002194  00000.00 09  000000.00 08 S 111124.0 * * 
-024.4852152 -070.1488267  002194  00000.00 09  000000.00 08 S 111125.0 * * 
-024.4852161 -070.1488274  002194  00000.00 09  000000.00 08 S 111126.0 * * 
-024.4852161 -070.1488274  002194  00000.00 09  000000.00 08 S 111127.0 * * 
-024.4852169 -070.1488280  002194  00000.00 09  000000.00 08 S 111128.0 * * 
-024.4852176 -070.1488285  002194  00000.00 09  000000.00 08 S 111129.0 * * 
-024.4852186 -070.1488291  002194  00000.00 09  000000.00 08 S 111130.0 * * 
-024.4852192 -070.1488296  002194  00000.00 09  000000.00 08 S 111131.0 * * 
-024.4852189 -070.1488299  002194  00000.00 08  000000.00 08 S 111132.0 * * 
-024.4852187 -070.1488302  002194  00000.00 09  000000.00 08 S 111133.0 * * 
-024.4852187 -070.1488302  002194  00000.00 09  000000.00 08 S 111134.0 * * 
-024.4852187 -070.1488302  002194  00000.00 09  000000.00 08 S 111135.0 * * 
-024.4852187 -070.1488303  002194  00000.00 09  000000.00 08 S 111136.0 * * 
-024.4852187 -070.1488303  002194  00000.00 09  000000.00 08 S 111137.0 * * 
-024.4852186 -070.1488304  002194  00000.00 05  000000.00 09 S 111138.0 * * 
